gelF_I_3mm18	gelF_I_3mm18	gelF_I_3mm18	
1.1318	2.017	201.795	
1.23488	2.017	201.8	
1.12549	2.018	201.805	
1.03503	2.018	201.81	
1.1844	2.018	201.815	
1.25592	2.018	201.82	
1.06869	2.018	201.825	
0.974023	2.018	201.83	
1.08762	2.018	201.835	
1.20123	2.018	201.84	
1.06869	2.018	201.845	
0.957194	2.018	201.85	
1.11077	2.018	201.855	
1.21385	2.018	201.86	
1.07079	2.018	201.865	
0.982438	2.018	201.87	
1.1276	2.018	201.875	
1.26644	2.018	201.88	
1.17808	2.018	201.885	
1.08342	2.018	201.89	
1.20754	2.018	201.895	
1.27696	2.018	201.9	
1.09394	2.019	201.905	
0.967712	2.019	201.91	
1.10025	2.019	201.915	
1.21174	2.019	201.92	
1.06659	2.019	201.925	
1.0182	2.019	201.93	
1.20333	2.019	201.935	
1.32114	2.019	201.94	
1.14232	2.019	201.945	
1.00558	2.019	201.95	
1.08131	2.019	201.955	
1.16967	2.019	201.96	
1.04134	2.019	201.965	
0.961401	2.019	201.97	
1.15284	2.019	201.975	
1.298	2.019	201.98	
1.20754	2.019	201.985	
1.07921	2.019	201.99	
1.15705	2.019	201.995	
1.19912	2.019	202	
1.02662	2.02	202.005	
0.9046	2.02	202.01	
1.06238	2.02	202.015	
1.21806	2.02	202.02	
1.11287	2.02	202.025	
1.04345	2.02	202.03	
1.20123	2.02	202.035	
1.30431	2.02	202.04	
1.09604	2.02	202.045	
0.931949	2.02	202.05	
1.03924	2.02	202.055	
1.14442	2.02	202.06	
1.04976	2.02	202.065	
0.982438	2.02	202.07	
1.16125	2.02	202.075	
1.298	2.02	202.08	
1.14653	2.02	202.085	
1.00348	2.02	202.09	
1.08973	2.02	202.095	
1.15284	2.02	202.1	
1.0182	2.021	202.105	
0.957194	2.021	202.11	
1.16757	2.021	202.115	
1.31903	2.021	202.12	
1.19281	2.021	202.125	
1.06659	2.021	202.13	
1.19491	2.021	202.135	
1.27275	2.021	202.14	
1.06238	2.021	202.145	
0.889874	2.021	202.15	
1.04345	2.021	202.155	
1.20543	2.021	202.16	
1.11918	2.021	202.165	
1.03293	2.021	202.17	
1.1844	2.021	202.175	
1.3001	2.021	202.18	
1.12128	2.021	202.185	
0.967712	2.021	202.19	
1.08552	2.021	202.195	
1.21806	2.021	202.2	
1.11077	2.022	202.205	
1.04134	2.022	202.21	
1.23278	2.022	202.215	
1.34428	2.022	202.22	
1.1297	2.022	202.225	
0.931949	2.022	202.23	
1.04345	2.022	202.235	
1.15915	2.022	202.24	
0.995061	2.022	202.245	
0.9046	2.022	202.25	
1.11077	2.022	202.255	
1.28958	2.022	202.26	
1.16967	2.022	202.265	
1.03293	2.022	202.27	
1.14863	2.022	202.275	
1.25382	2.022	202.28	
1.10866	2.022	202.285	
0.959297	2.022	202.29	
1.09814	2.022	202.295	
1.2412	2.022	202.3	
1.15284	2.023	202.305	
1.01189	2.023	202.31	
1.1865	2.023	202.315	
1.28748	2.023	202.32	
1.08762	2.023	202.325	
0.923534	2.023	202.33	
1.07921	2.023	202.335	
1.23909	2.023	202.34	
1.10025	2.023	202.345	
0.974023	2.023	202.35	
1.11497	2.023	202.355	
1.27906	2.023	202.36	
1.13601	2.023	202.365	
1.00979	2.023	202.37	
1.11287	2.023	202.375	
1.23909	2.023	202.38	
1.09814	2.023	202.385	
0.934053	2.023	202.39	
1.05607	2.023	202.395	
1.1886	2.023	202.4	
1.10656	2.024	202.405	
1.03082	2.024	202.41	
1.19912	2.024	202.415	
1.32114	2.024	202.42	
1.1318	2.024	202.425	
0.948779	2.024	202.43	
1.07711	2.024	202.435	
1.20543	2.024	202.44	
1.08762	2.024	202.445	
0.957194	2.024	202.45	
1.11918	2.024	202.455	
1.27065	2.024	202.46	
1.14863	2.024	202.465	
0.992957	2.024	202.47	
1.09814	2.024	202.475	
1.20754	2.024	202.48	
1.0729	2.024	202.485	
0.944571	2.024	202.49	
1.07921	2.024	202.495	
1.26434	2.024	202.5	
1.1886	2.025	202.505	
1.0729	2.025	202.51	
1.19281	2.025	202.515	
1.27275	2.025	202.52	
1.06869	2.025	202.525	
0.917223	2.025	202.53	
1.04134	2.025	202.535	
1.20754	2.025	202.54	
1.1297	2.025	202.545	
1.03503	2.025	202.55	
1.1844	2.025	202.555	
1.3022	2.025	202.56	
1.16757	2.025	202.565	
1.00768	2.025	202.57	
1.09183	2.025	202.575	
1.21174	2.025	202.58	
1.11077	2.025	202.585	
1.00979	2.025	202.59	
1.13391	2.025	202.595	
1.2454	2.025	202.6	
1.14442	2.026	202.605	
1.00979	2.026	202.61	
1.11918	2.026	202.615	
1.22016	2.026	202.62	
1.08342	2.026	202.625	
0.957194	2.026	202.63	
1.09183	2.026	202.635	
1.26013	2.026	202.64	
1.16336	2.026	202.645	
1.06659	2.026	202.65	
1.17388	2.026	202.655	
1.27065	2.026	202.66	
1.15284	2.026	202.665	
0.999268	2.026	202.67	
1.06869	2.026	202.675	
1.16967	2.026	202.68	
1.07711	2.026	202.685	
0.980334	2.026	202.69	
1.08973	2.026	202.695	
1.22016	2.026	202.7	
1.14653	2.027	202.705	
1.05186	2.027	202.71	
1.15915	2.027	202.715	
1.24751	2.027	202.72	
1.10866	2.027	202.725	
0.990853	2.027	202.73	
1.12339	2.027	202.735	
1.25382	2.027	202.74	
1.15705	2.027	202.745	
1.04134	2.027	202.75	
1.12549	2.027	202.755	
1.21595	2.027	202.76	
1.06869	2.027	202.765	
0.92143	2.027	202.77	
1.01189	2.027	202.775	
1.13601	2.027	202.78	
1.12339	2.027	202.785	
1.06869	2.027	202.79	
1.19071	2.027	202.795	
1.30641	2.027	202.8	
1.21385	2.028	202.805	
1.06448	2.028	202.81	
1.15915	2.028	202.815	
1.21595	2.028	202.82	
1.06869	2.028	202.825	
0.957194	2.028	202.83	
1.11918	2.028	202.835	
1.24961	2.028	202.84	
1.10866	2.028	202.845	
0.969816	2.028	202.85	
1.08552	2.028	202.855	
1.18019	2.028	202.86	
1.07711	2.028	202.865	
0.999268	2.028	202.87	
1.14022	2.028	202.875	
1.26644	2.028	202.88	
1.1865	2.028	202.885	
1.075	2.028	202.89	
1.14022	2.028	202.895	
1.22226	2.028	202.9	
1.09183	2.029	202.905	
1.00558	2.029	202.91	
1.13391	2.029	202.915	
1.2412	2.029	202.92	
1.09394	2.029	202.925	
0.988749	2.029	202.93	
1.11287	2.029	202.935	
1.23278	2.029	202.94	
1.09814	2.029	202.945	
1.01399	2.029	202.95	
1.16125	2.029	202.955	
1.27275	2.029	202.96	
1.11708	2.029	202.965	
1.00979	2.029	202.97	
1.1318	2.029	202.975	
1.20964	2.029	202.98	
1.07921	2.029	202.985	
0.997164	2.029	202.99	
1.13811	2.029	202.995	
1.25171	2.029	203	
1.15074	2.03	203.005	
1.05817	2.03	203.01	
1.1886	2.03	203.015	
1.29379	2.03	203.02	
1.10235	2.03	203.025	
0.982438	2.03	203.03	
1.13811	2.03	203.035	
1.25803	2.03	203.04	
1.13391	2.03	203.045	
1.02451	2.03	203.05	
1.15494	2.03	203.055	
1.21174	2.03	203.06	
1.06238	2.03	203.065	
0.93826	2.03	203.07	
1.09814	2.03	203.075	
1.22647	2.03	203.08	
1.11497	2.03	203.085	
1.04345	2.03	203.09	
1.19702	2.03	203.095	
1.28748	2.03	203.1	
1.16125	2.031	203.105	
1.05396	2.031	203.11	
1.19702	2.031	203.115	
1.30641	2.031	203.12	
1.13811	2.031	203.125	
1.00558	2.031	203.13	
1.15494	2.031	203.135	
1.25592	2.031	203.14	
1.08342	2.031	203.145	
0.967712	2.031	203.15	
1.10866	2.031	203.155	
1.23068	2.031	203.16	
1.08342	2.031	203.165	
0.992957	2.031	203.17	
1.13391	2.031	203.175	
1.24751	2.031	203.18	
1.10235	2.031	203.185	
0.988749	2.031	203.19	
1.11708	2.031	203.195	
1.23488	2.031	203.2	
1.14442	2.032	203.205	
1.05817	2.032	203.21	
1.21174	2.032	203.215	
1.30431	2.032	203.22	
1.1276	2.032	203.225	
1.00137	2.032	203.23	
1.1318	2.032	203.235	
1.23909	2.032	203.24	
1.08342	2.032	203.245	
0.967712	2.032	203.25	
1.11287	2.032	203.255	
1.2412	2.032	203.26	
1.10866	2.032	203.265	
0.999268	2.032	203.27	
1.16336	2.032	203.275	
1.27906	2.032	203.28	
1.1276	2.032	203.285	
0.988749	2.032	203.29	
1.08973	2.032	203.295	
1.19491	2.032	203.3	
1.10445	2.033	203.305	
1.03293	2.033	203.31	
1.19912	2.033	203.315	
1.35059	2.033	203.32	
1.19702	2.033	203.325	
1.05186	2.033	203.33	
1.15705	2.033	203.335	
1.22226	2.033	203.34	
1.04134	2.033	203.345	
0.931949	2.033	203.35	
1.075	2.033	203.355	
1.22226	2.033	203.36	
1.15284	2.033	203.365	
1.06238	2.033	203.37	
1.1865	2.033	203.375	
1.28327	2.033	203.38	
1.13601	2.033	203.385	
0.961401	2.033	203.39	
1.05396	2.033	203.395	
1.19281	2.033	203.4	
1.1297	2.034	203.405	
1.07921	2.034	203.41	
1.26223	2.034	203.415	
1.38215	2.034	203.42	
1.19281	2.034	203.425	
0.992957	2.034	203.43	
1.08131	2.034	203.435	
1.17388	2.034	203.44	
1.03503	2.034	203.445	
0.950882	2.034	203.45	
1.1318	2.034	203.455	
1.28117	2.034	203.46	
1.17598	2.034	203.465	
1.06448	2.034	203.47	
1.15915	2.034	203.475	
1.23278	2.034	203.48	
1.11287	2.034	203.485	
0.988749	2.034	203.49	
1.12549	2.034	203.495	
1.26644	2.034	203.5	
1.16336	2.035	203.505	
1.05817	2.035	203.51	
1.17808	2.035	203.515	
1.28958	2.035	203.52	
1.12549	2.035	203.525	
0.982438	2.035	203.53	
1.13811	2.035	203.535	
1.24961	2.035	203.54	
1.08973	2.035	203.545	
0.961401	2.035	203.55	
1.09814	2.035	203.555	
1.2412	2.035	203.56	
1.14863	2.035	203.565	
1.02872	2.035	203.57	
1.1318	2.035	203.575	
1.22647	2.035	203.58	
1.07079	2.035	203.585	
0.927741	2.035	203.59	
1.04134	2.035	203.595	
1.20333	2.035	203.6	
1.13811	2.036	203.605	
1.08762	2.036	203.61	
1.27065	2.036	203.615	
1.36532	2.036	203.62	
1.1886	2.036	203.625	
1.00137	2.036	203.63	
1.10866	2.036	203.635	
1.21595	2.036	203.64	
1.07079	2.036	203.645	
0.959297	2.036	203.65	
1.11918	2.036	203.655	
1.27275	2.036	203.66	
1.14022	2.036	203.665	
0.997164	2.036	203.67	
1.11077	2.036	203.675	
1.21806	2.036	203.68	
1.08552	2.036	203.685	
0.980334	2.036	203.69	
1.10656	2.036	203.695	
1.25382	2.036	203.7	
1.16967	2.037	203.705	
1.08762	2.037	203.71	
1.2454	2.037	203.715	
1.34638	2.037	203.72	
1.15705	2.037	203.725	
0.997164	2.037	203.73	
1.10866	2.037	203.735	
1.21385	2.037	203.74	
1.08762	2.037	203.745	
0.978231	2.037	203.75	
1.09814	2.037	203.755	
1.23068	2.037	203.76	
1.10866	2.037	203.765	
0.982438	2.037	203.77	
1.09604	2.037	203.775	
1.22647	2.037	203.78	
1.13601	2.037	203.785	
1.04134	2.037	203.79	
1.16125	2.037	203.795	
1.27696	2.037	203.8	
1.19071	2.038	203.805	
1.07079	2.038	203.81	
1.19912	2.038	203.815	
1.27065	2.038	203.82	
1.09394	2.038	203.825	
0.942467	2.038	203.83	
1.04555	2.038	203.835	
1.1886	2.038	203.84	
1.09394	2.038	203.845	
1.03503	2.038	203.85	
1.17388	2.038	203.855	
1.28117	2.038	203.86	
1.15074	2.038	203.865	
1.02031	2.038	203.87	
1.10445	2.038	203.875	
1.22437	2.038	203.88	
1.1318	2.038	203.885	
1.05396	2.038	203.89	
1.20333	2.038	203.895	
1.33166	2.038	203.9	
1.24751	2.039	203.905	
1.10866	2.039	203.91	
1.20333	2.039	203.915	
1.26223	2.039	203.92	
1.09814	2.039	203.925	
0.986646	2.039	203.93	
1.13391	2.039	203.935	
1.24961	2.039	203.94	
1.15915	2.039	203.945	
1.06659	2.039	203.95	
1.15074	2.039	203.955	
1.24961	2.039	203.96	
1.1276	2.039	203.965	
1.04765	2.039	203.97	
1.17177	2.039	203.975	
1.27906	2.039	203.98	
1.17598	2.039	203.985	
1.04976	2.039	203.99	
1.10656	2.039	203.995	
1.17808	2.039	204	
1.08552	2.04	204.005	
1.02241	2.04	204.01	
1.21595	2.04	204.015	
1.31483	2.04	204.02	
1.19281	2.04	204.025	
1.04976	2.04	204.03	
1.15494	2.04	204.035	
1.22647	2.04	204.04	
1.075	2.04	204.045	
0.961401	2.04	204.05	
1.10235	2.04	204.055	
1.23909	2.04	204.06	
1.14653	2.04	204.065	
1.09394	2.04	204.07	
1.15705	2.04	204.075	
1.22857	2.04	204.08	
1.0729	2.04	204.085	
0.952986	2.04	204.09	
1.06028	2.04	204.095	
1.17177	2.04	204.1	
1.12339	2.041	204.105	
1.11918	2.041	204.11	
1.28748	2.041	204.115	
1.34638	2.041	204.12	
1.1318	2.041	204.125	
0.976127	2.041	204.13	
1.08552	2.041	204.135	
1.18019	2.041	204.14	
1.07711	2.041	204.145	
1.02031	2.041	204.15	
1.19491	2.041	204.155	
1.31483	2.041	204.16	
1.16336	2.041	204.165	
1.02031	2.041	204.17	
1.09814	2.041	204.175	
1.1844	2.041	204.18	
1.07711	2.041	204.185	
0.997164	2.041	204.19	
1.12549	2.041	204.195	
1.26013	2.041	204.2	
1.17177	2.042	204.205	
1.12549	2.042	204.21	
1.26854	2.042	204.215	
1.34428	2.042	204.22	
1.15284	2.042	204.225	
0.990853	2.042	204.23	
1.11077	2.042	204.235	
1.17598	2.042	204.24	
1.02451	2.042	204.245	
0.913015	2.042	204.25	
1.08973	2.042	204.255	
1.2454	2.042	204.26	
1.14863	2.042	204.265	
1.03713	2.042	204.27	
1.15915	2.042	204.275	
1.26013	2.042	204.28	
1.1276	2.042	204.285	
1.03503	2.042	204.29	
1.15915	2.042	204.295	
1.27906	2.042	204.3	
1.16757	2.043	204.305	
1.075	2.043	204.31	
1.20123	2.043	204.315	
1.28958	2.043	204.32	
1.08342	2.043	204.325	
0.97192	2.043	204.33	
1.1297	2.043	204.335	
1.23488	2.043	204.34	
1.09394	2.043	204.345	
0.988749	2.043	204.35	
1.15284	2.043	204.355	
1.26223	2.043	204.36	
1.12128	2.043	204.365	
1.02662	2.043	204.37	
1.18229	2.043	204.375	
1.31272	2.043	204.38	
1.17388	2.043	204.385	
1.07079	2.043	204.39	
1.17388	2.043	204.395	
1.27696	2.043	204.4	
1.11918	2.044	204.405	
1.02031	2.044	204.41	
1.18229	2.044	204.415	
1.28958	2.044	204.42	
1.14653	2.044	204.425	
1.0182	2.044	204.43	
1.15074	2.044	204.435	
1.24751	2.044	204.44	
1.06869	2.044	204.445	
0.925638	2.044	204.45	
1.075	2.044	204.455	
1.22857	2.044	204.46	
1.15705	2.044	204.465	
1.09394	2.044	204.47	
1.27696	2.044	204.475	
1.37583	2.044	204.48	
1.21174	2.044	204.485	
1.0182	2.044	204.49	
1.08973	2.044	204.495	
1.17808	2.044	204.5	
1.06238	2.045	204.505	
0.995061	2.045	204.51	
1.1865	2.045	204.515	
1.32955	2.045	204.52	
1.17388	2.045	204.525	
1.01399	2.045	204.53	
1.11918	2.045	204.535	
1.21385	2.045	204.54	
1.0729	2.045	204.545	
1.00979	2.045	204.55	
1.19281	2.045	204.555	
1.32114	2.045	204.56	
1.19491	2.045	204.565	
1.06869	2.045	204.57	
1.16967	2.045	204.575	
1.26013	2.045	204.58	
1.11077	2.045	204.585	
0.990853	2.045	204.59	
1.10445	2.045	204.595	
1.2412	2.045	204.6	
1.14653	2.046	204.605	
1.04976	2.046	204.61	
1.20543	2.046	204.615	
1.31693	2.046	204.62	
1.16336	2.046	204.625	
1.02451	2.046	204.63	
1.16546	2.046	204.635	
1.28117	2.046	204.64	
1.17177	2.046	204.645	
1.02872	2.046	204.65	
1.16125	2.046	204.655	
1.3001	2.046	204.66	
1.16967	2.046	204.665	
1.03503	2.046	204.67	
1.1318	2.046	204.675	
1.23488	2.046	204.68	
1.11708	2.046	204.685	
0.995061	2.046	204.69	
1.10445	2.046	204.695	
1.21595	2.046	204.7	
1.1276	2.047	204.705	
1.04976	2.047	204.71	
1.22437	2.047	204.715	
1.32324	2.047	204.72	
1.17388	2.047	204.725	
1.03293	2.047	204.73	
1.15705	2.047	204.735	
1.27486	2.047	204.74	
1.12339	2.047	204.745	
0.980334	2.047	204.75	
1.10445	2.047	204.755	
1.2433	2.047	204.76	
1.14022	2.047	204.765	
1.04976	2.047	204.77	
1.16967	2.047	204.775	
1.298	2.047	204.78	
1.1886	2.047	204.785	
1.05607	2.047	204.79	
1.15494	2.047	204.795	
1.23909	2.047	204.8	
1.11918	2.048	204.805	
1.03293	2.048	204.81	
1.19702	2.048	204.815	
1.32534	2.048	204.82	
1.17808	2.048	204.825	
1.05186	2.048	204.83	
1.1886	2.048	204.835	
1.28117	2.048	204.84	
1.10445	2.048	204.845	
0.961401	2.048	204.85	
1.0729	2.048	204.855	
1.22016	2.048	204.86	
1.10866	2.048	204.865	
1.02451	2.048	204.87	
1.1844	2.048	204.875	
1.30641	2.048	204.88	
1.18229	2.048	204.885	
1.03713	2.048	204.89	
1.14442	2.048	204.895	
1.2433	2.048	204.9	
1.14863	2.049	204.905	
1.09183	2.049	204.91	
1.27275	2.049	204.915	
1.39477	2.049	204.92	
1.20754	2.049	204.925	
1.04555	2.049	204.93	
1.1318	2.049	204.935	
1.21174	2.049	204.94	
1.06659	2.049	204.945	
0.963505	2.049	204.95	
1.13811	2.049	204.955	
1.28958	2.049	204.96	
1.16967	2.049	204.965	
1.03924	2.049	204.97	
1.15494	2.049	204.975	
1.24751	2.049	204.98	
1.10445	2.049	204.985	
0.986646	2.049	204.99	
1.13811	2.049	204.995	
1.28117	2.049	205	
1.17388	2.05	205.005	
1.05817	2.05	205.01	
1.21595	2.05	205.015	
1.30641	2.05	205.02	
1.12339	2.05	205.025	
0.990853	2.05	205.03	
1.1297	2.05	205.035	
1.2454	2.05	205.04	
1.11497	2.05	205.045	
1.02031	2.05	205.05	
1.16125	2.05	205.055	
1.27065	2.05	205.06	
1.15494	2.05	205.065	
1.06448	2.05	205.07	
1.21385	2.05	205.075	
1.33166	2.05	205.08	
1.18229	2.05	205.085	
1.03924	2.05	205.09	
1.10866	2.05	205.095	
1.20333	2.05	205.1	
1.09183	2.051	205.105	
1.02031	2.051	205.11	
1.19491	2.051	205.115	
1.34217	2.051	205.12	
1.19702	2.051	205.125	
1.0729	2.051	205.13	
1.20333	2.051	205.135	
1.26854	2.051	205.14	
1.08762	2.051	205.145	
0.95509	2.051	205.15	
1.11708	2.051	205.155	
1.3022	2.051	205.16	
1.20964	2.051	205.165	
1.14022	2.051	205.17	
1.23278	2.051	205.175	
1.29379	2.051	205.18	
1.08973	2.051	205.185	
0.950882	2.051	205.19	
1.04765	2.051	205.195	
1.20543	2.051	205.2	
1.15705	2.052	205.205	
1.14232	2.052	205.21	
1.31062	2.052	205.215	
1.39898	2.052	205.22	
1.19071	2.052	205.225	
0.995061	2.052	205.23	
1.06659	2.052	205.235	
1.15494	2.052	205.24	
1.06869	2.052	205.245	
0.999268	2.052	205.25	
1.17808	2.052	205.255	
1.32324	2.052	205.26	
1.21595	2.052	205.265	
1.09394	2.052	205.27	
1.17177	2.052	205.275	
1.2412	2.052	205.28	
1.12339	2.052	205.285	
1.0161	2.052	205.29	
1.13811	2.052	205.295	
1.27065	2.052	205.3	
1.1844	2.053	205.305	
1.11287	2.053	205.31	
1.23909	2.053	205.315	
1.31483	2.053	205.32	
1.11708	2.053	205.325	
0.959297	2.053	205.33	
1.10025	2.053	205.335	
1.20333	2.053	205.34	
1.12339	2.053	205.345	
1.02872	2.053	205.35	
1.18229	2.053	205.355	
1.30641	2.053	205.36	
1.1865	2.053	205.365	
1.04555	2.053	205.37	
1.13811	2.053	205.375	
1.23278	2.053	205.38	
1.14442	2.053	205.385	
1.04345	2.053	205.39	
1.13601	2.053	205.395	
1.25592	2.053	205.4	
1.16967	2.054	205.405	
1.10235	2.054	205.41	
1.23488	2.054	205.415	
1.31272	2.054	205.42	
1.14022	2.054	205.425	
1.05817	2.054	205.43	
1.19071	2.054	205.435	
1.28748	2.054	205.44	
1.13811	2.054	205.445	
1.02872	2.054	205.45	
1.16125	2.054	205.455	
1.27065	2.054	205.46	
1.13391	2.054	205.465	
1.03924	2.054	205.47	
1.15494	2.054	205.475	
1.27275	2.054	205.48	
1.15915	2.054	205.485	
1.075	2.054	205.49	
1.17808	2.054	205.495	
1.26434	2.054	205.5	
1.17808	2.055	205.505	
1.10235	2.055	205.51	
1.2433	2.055	205.515	
1.33376	2.055	205.52	
1.15915	2.055	205.525	
1.03924	2.055	205.53	
1.19071	2.055	205.535	
1.26644	2.055	205.54	
1.10025	2.055	205.545	
0.988749	2.055	205.55	
1.12128	2.055	205.555	
1.25382	2.055	205.56	
1.1276	2.055	205.565	
1.06448	2.055	205.57	
1.21385	2.055	205.575	
1.3001	2.055	205.58	
1.15915	2.055	205.585	
1.04555	2.055	205.59	
1.15494	2.055	205.595	
1.24961	2.055	205.6	
1.15494	2.056	205.605	
1.06238	2.056	205.61	
1.23488	2.056	205.615	
1.32114	2.056	205.62	
1.14863	2.056	205.625	
1.0161	2.056	205.63	
1.15494	2.056	205.635	
1.26223	2.056	205.64	
1.13601	2.056	205.645	
1.04134	2.056	205.65	
1.21806	2.056	205.655	
1.32534	2.056	205.66	
1.17388	2.056	205.665	
1.04765	2.056	205.67	
1.15494	2.056	205.675	
1.23699	2.056	205.68	
1.10445	2.056	205.685	
1.00768	2.056	205.69	
1.16125	2.056	205.695	
1.26013	2.056	205.7	
1.15284	2.057	205.705	
1.06869	2.057	205.71	
1.22857	2.057	205.715	
1.32745	2.057	205.72	
1.16546	2.057	205.725	
1.03924	2.057	205.73	
1.1886	2.057	205.735	
1.28117	2.057	205.74	
1.12549	2.057	205.745	
1.02872	2.057	205.75	
1.16967	2.057	205.755	
1.27275	2.057	205.76	
1.12128	2.057	205.765	
1.01399	2.057	205.77	
1.14022	2.057	205.775	
1.25382	2.057	205.78	
1.14442	2.057	205.785	
1.04345	2.057	205.79	
1.18019	2.057	205.795	
1.28748	2.057	205.8	
1.1865	2.058	205.805	
1.10235	2.058	205.81	
1.25382	2.058	205.815	
1.36111	2.058	205.82	
1.19912	2.058	205.825	
1.08131	2.058	205.83	
1.19071	2.058	205.835	
1.28117	2.058	205.84	
1.09604	2.058	205.845	
0.963505	2.058	205.85	
1.11497	2.058	205.855	
1.22647	2.058	205.86	
1.11708	2.058	205.865	
1.03503	2.058	205.87	
1.17598	2.058	205.875	
1.31272	2.058	205.88	
1.21595	2.058	205.885	
1.10445	2.058	205.89	
1.19281	2.058	205.895	
1.27065	2.058	205.9	
1.15494	2.059	205.905	
1.05396	2.059	205.91	
1.20123	2.059	205.915	
1.3001	2.059	205.92	
1.13811	2.059	205.925	
1.04134	2.059	205.93	
1.17598	2.059	205.935	
1.26644	2.059	205.94	
1.12128	2.059	205.945	
1.00768	2.059	205.95	
1.13391	2.059	205.955	
1.24751	2.059	205.96	
1.13811	2.059	205.965	
1.06448	2.059	205.97	
1.20123	2.059	205.975	
1.31483	2.059	205.98	
1.21595	2.059	205.985	
1.08131	2.059	205.99	
1.13811	2.059	205.995	
1.22647	2.059	206	
1.12339	2.06	206.005	
1.07921	2.06	206.01	
1.26434	2.06	206.015	
1.36321	2.06	206.02	
1.20123	2.06	206.025	
1.06659	2.06	206.03	
1.17177	2.06	206.035	
1.23699	2.06	206.04	
1.09604	2.06	206.045	
0.976127	2.06	206.05	
1.13601	2.06	206.055	
1.26223	2.06	206.06	
1.16546	2.06	206.065	
1.06028	2.06	206.07	
1.18229	2.06	206.075	
1.26013	2.06	206.08	
1.14442	2.06	206.085	
1.04345	2.06	206.09	
1.16125	2.06	206.095	
1.24751	2.06	206.1	
1.15494	2.061	206.105	
1.08973	2.061	206.11	
1.26434	2.061	206.115	
1.36321	2.061	206.12	
1.20123	2.061	206.125	
1.06238	2.061	206.13	
1.16967	2.061	206.135	
1.24751	2.061	206.14	
1.09814	2.061	206.145	
0.999268	2.061	206.15	
1.16967	2.061	206.155	
1.30852	2.061	206.16	
1.17177	2.061	206.165	
1.07079	2.061	206.17	
1.19702	2.061	206.175	
1.28748	2.061	206.18	
1.15284	2.061	206.185	
1.05186	2.061	206.19	
1.16336	2.061	206.195	
1.28117	2.061	206.2	
1.16336	2.062	206.205	
1.09394	2.062	206.21	
1.27065	2.062	206.215	
1.38425	2.062	206.22	
1.20543	2.062	206.225	
1.04765	2.062	206.23	
1.1844	2.062	206.235	
1.27696	2.062	206.24	
1.1318	2.062	206.245	
1.0182	2.062	206.25	
1.19281	2.062	206.255	
1.32955	2.062	206.26	
1.16757	2.062	206.265	
1.04976	2.062	206.27	
1.18229	2.062	206.275	
1.27275	2.062	206.28	
1.15074	2.062	206.285	
1.06448	2.062	206.29	
1.22437	2.062	206.295	
1.34217	2.062	206.3	
1.20543	2.063	206.305	
1.10445	2.063	206.31	
1.25382	2.063	206.315	
1.3548	2.063	206.32	
1.18019	2.063	206.325	
1.0161	2.063	206.33	
1.15915	2.063	206.335	
1.26854	2.063	206.34	
1.09604	2.063	206.345	
1.00137	2.063	206.35	
1.15915	2.063	206.355	
1.28327	2.063	206.36	
1.17177	2.063	206.365	
1.05396	2.063	206.37	
1.20333	2.063	206.375	
1.32114	2.063	206.38	
1.19281	2.063	206.385	
1.06869	2.063	206.39	
1.1865	2.063	206.395	
1.30641	2.063	206.4	
1.21385	2.064	206.405	
1.11708	2.064	206.41	
1.26013	2.064	206.415	
